file_size_mb,file_extension,upload_frequency,uploads_last_hour,uploads_last_24h,user_file_count,access_count,unique_ip_count,account_age_days,label
362.95,zip,21.27,16,55,128,49,3,106,Suspicious
0.5,pdf,5.26,1,3,140,4,1,59,Normal
3.6,py,9.58,16,35,498,17,2,223,Normal
2.18,pdf,0.39,1,8,39,1,1,82,Normal
5.18,docx,10.7,1,7,4,6,1,9,Normal
0.23,docx,3.65,1,7,93,7,2,122,Normal
6.64,png,3.69,1,3,140,7,1,184,Normal
6.28,png,5.54,0,7,83,5,1,107,Normal
12.66,js,17.99,17,42,281,24,1,186,Normal
1.34,pdf,2.31,0,7,27,6,2,228,Normal
7.3,png,1.65,0,5,69,6,2,366,Normal
1.11,docx,4.26,0,4,172,5,1,66,Normal
3.59,pdf,6.18,2,6,111,2,1,118,Normal
2.26,docx,4.51,1,8,90,4,1,182,Normal
3.82,pdf,4.25,2,3,18,9,1,108,Normal
26.62,py,60.26,40,160,31,123,4,8,Suspicious
5.82,py,13.66,4,45,472,17,1,468,Normal
4.47,pdf,12.86,2,11,8,4,1,1,Normal
3.51,xlsx,0.78,2,5,74,3,3,367,Normal
7.73,docx,1.74,2,9,93,5,3,115,Normal
7.05,json,28.96,11,33,701,20,2,240,Normal
0.65,docx,1.66,2,5,162,7,1,211,Normal
1.32,pdf,8.86,2,10,4,7,3,7,Normal
1.2,docx,3.59,0,7,41,4,2,102,Normal
8.81,py,16.08,10,72,385,25,4,278,Normal
0.64,docx,0.98,0,2,39,3,2,203,Normal
13.1,zip,16.4,6,51,647,30,1,137,Normal
9.56,pdf,12.33,9,40,509,24,1,383,Normal
8.98,pdf,2.93,6,9,5,7,3,2,Normal
4.13,txt,3.12,0,4,220,6,1,148,Normal
292.7,zip,28.06,16,65,234,28,3,219,Suspicious
1.37,png,3.93,0,8,59,5,1,329,Normal
0.5,png,4.09,1,7,24,6,1,308,Normal
53.67,zip,6.33,5,31,166,48,6,108,Suspicious
19.2,js,26.63,21,45,572,30,1,173,Normal
1.83,jpg,2.34,1,7,6,9,1,8,Normal
6.12,pdf,5.37,3,4,6,9,1,9,Normal
1.64,jpg,5.86,0,6,49,1,1,136,Normal
1.52,pdf,3.68,1,7,6,6,1,6,Normal
1.53,jpg,1.09,1,5,86,7,2,126,Normal
7.17,png,4.11,0,13,16,6,1,104,Normal
230.62,pdf,32.86,5,61,148,84,5,108,Suspicious
1.85,png,9.11,2,7,2,7,1,6,Normal
255.01,docx,39.82,20,73,142,49,3,82,Suspicious
0.57,txt,1.31,0,8,32,4,1,82,Normal
229.07,png,13.29,15,58,93,67,5,58,Suspicious
49.14,zip,15.61,8,18,184,38,6,374,Suspicious
5.65,txt,2.99,1,9,205,4,1,271,Normal
4.52,jpg,5.4,2,5,156,4,1,88,Normal
9.88,png,12.4,14,24,231,53,3,354,Suspicious
253.44,zip,40.88,5,56,154,65,4,212,Suspicious
32.12,mp4,61.32,30,62,70,135,6,56,Suspicious
0.81,docx,1.22,0,6,37,5,1,219,Normal
276.24,mp4,2.38,2,14,51,7,3,215,Normal
0.56,png,5.21,0,5,38,7,1,359,Normal
17.76,jpg,0.56,0,3,98,3,1,325,Normal
10.49,json,21.47,10,56,345,20,2,313,Normal
0.69,docx,2.0,0,8,79,4,1,123,Normal
6.07,png,1.38,0,5,45,5,1,56,Normal
2.38,jpg,3.4,0,8,113,7,1,193,Normal
4.01,docx,7.0,2,7,6,4,3,3,Normal
1.61,pdf,0.7,0,3,195,6,1,115,Normal
1.39,png,3.95,0,7,40,3,2,266,Normal
9.49,pdf,14.75,16,52,161,23,5,606,Suspicious
36.2,zip,14.12,11,31,530,16,4,374,Normal
1.81,zip,33.81,24,45,251,24,2,215,Normal
1.8,jpg,5.25,1,2,31,7,1,197,Normal
10.41,jpg,2.23,2,7,4,5,1,4,Normal
431.8,zip,19.24,19,38,221,52,2,219,Suspicious
4.37,pdf,27.38,11,26,594,22,3,225,Normal
2.29,pdf,6.09,0,8,158,4,1,110,Normal
1.93,docx,1.29,2,11,7,3,1,9,Normal
4.76,pdf,5.03,14,48,522,23,2,234,Normal
0.4,docx,4.77,2,12,40,7,2,210,Normal
2.77,png,3.61,0,8,4,8,1,0,Normal
2.69,png,6.02,1,4,49,12,1,141,Normal
52.1,apk,9.68,2,14,4,14,3,85,Suspicious
3.68,jpg,3.16,2,6,70,3,2,61,Normal
4.46,txt,1.03,2,3,98,6,2,129,Normal
2.81,jpg,1.36,3,8,40,1,1,236,Normal
3.74,png,2.98,1,10,8,6,3,7,Normal
1.15,png,0.74,1,5,4,5,1,5,Normal
0.21,pdf,4.91,1,2,147,10,1,181,Normal
13.86,py,6.73,19,69,424,26,1,240,Normal
13.69,js,29.19,10,70,545,17,2,279,Normal
0.69,docx,1.71,2,6,48,6,1,107,Normal
1.75,png,3.33,0,4,106,5,1,272,Normal
1.81,pdf,5.28,0,6,62,3,1,104,Normal
2.83,pdf,2.98,0,5,42,5,1,158,Normal
49.47,js,28.95,6,50,264,18,3,226,Normal
42.79,zip,35.57,12,35,538,36,5,207,Suspicious
5.49,docx,1.92,2,7,2,7,1,2,Normal
4.74,docx,4.41,0,8,213,10,1,67,Normal
10.44,pdf,5.92,2,9,3,10,1,8,Normal
234.73,png,11.53,4,27,128,16,1,168,Normal
5.89,pdf,18.78,13,50,525,20,1,228,Normal
109.42,mp4,11.82,4,12,324,14,1,144,Normal
1.06,jpg,4.27,1,6,225,3,2,269,Normal
7.88,py,24.8,10,54,982,23,3,183,Normal
35.0,zip,31.12,29,50,217,15,2,117,Normal
2.21,docx,3.97,1,6,68,4,1,50,Normal
7.57,pdf,4.14,0,4,36,7,1,138,Normal
8.28,png,3.55,1,7,193,6,1,207,Normal
8.14,py,4.39,7,49,324,24,2,172,Normal
3.49,docx,0.69,4,10,64,3,1,78,Normal
2.45,docx,5.95,1,3,26,2,1,148,Normal
9.58,pdf,3.42,1,9,4,10,2,8,Normal
0.21,jpg,1.94,0,4,104,3,1,157,Normal
38.6,apk,21.74,5,14,36,5,1,108,Suspicious
4.12,txt,2.36,2,5,131,4,2,167,Normal
3.03,pdf,5.24,1,6,73,4,1,151,Normal
0.8,pdf,2.43,1,5,100,2,1,125,Normal
0.36,jpg,9.52,1,10,6,4,1,7,Normal
17.75,py,25.35,8,30,140,26,1,203,Normal
11.56,py,18.72,12,35,339,25,4,436,Normal
22.42,wav,35.75,35,162,90,77,6,11,Suspicious
1.49,png,3.16,1,6,23,7,2,164,Normal
3.17,pdf,2.65,0,6,83,1,1,245,Normal
7.14,pdf,61.84,34,99,92,90,7,20,Suspicious
14.2,txt,2.94,1,8,70,5,2,87,Normal
42.77,docx,14.33,3,23,611,22,5,464,Suspicious
2.5,png,29.62,5,26,311,27,1,231,Normal
405.69,docx,17.42,16,54,269,80,3,31,Suspicious
3.91,docx,3.07,0,8,6,6,1,1,Normal
26.67,mp4,44.63,16,47,77,64,7,10,Suspicious
1.58,docx,0.77,2,6,100,3,1,351,Normal
0.82,png,5.2,1,8,70,3,2,218,Normal
188.01,jpg,18.93,2,16,431,10,1,129,Normal
0.32,xlsx,3.49,1,8,182,3,1,187,Normal
4.32,csv,7.24,7,37,837,26,4,111,Normal
7.95,docx,62.85,39,129,73,59,7,40,Suspicious
415.19,png,10.14,4,12,138,11,2,228,Normal
1.57,jpg,5.36,2,7,103,1,1,230,Normal
12.18,csv,20.63,40,72,588,24,2,124,Normal
4.57,jpg,3.24,0,4,62,5,1,164,Normal
0.32,jpg,4.32,1,4,35,6,1,280,Normal
0.16,png,8.55,1,3,4,5,2,4,Normal
9.9,pdf,2.83,2,7,24,10,1,132,Normal
12.39,sh,26.26,5,41,552,22,2,107,Normal
1.39,py,25.13,15,37,320,18,1,274,Normal
9.81,pdf,15.32,7,14,166,7,1,24,Suspicious
10.08,json,11.32,5,37,344,23,2,231,Normal
1.48,docx,4.24,1,9,79,9,1,313,Normal
4.53,pdf,9.21,1,7,4,5,2,4,Normal
2.79,jpg,5.96,0,4,22,3,1,118,Normal
8.44,jpg,0.64,1,9,26,6,1,112,Normal
0.37,png,4.33,1,8,24,6,1,168,Normal
1.71,jpg,0.9,1,7,29,2,1,160,Normal
1.39,jpg,0.72,2,7,33,5,1,175,Normal
6.89,docx,5.23,3,10,4,3,1,5,Normal
4.7,js,6.13,19,69,262,34,2,302,Normal
4.54,pdf,4.81,3,11,5,5,3,0,Normal
4.03,png,5.95,0,2,142,5,1,99,Normal
9.23,json,12.97,1,42,552,24,1,415,Normal
36.68,docx,7.34,2,9,2,4,1,0,Normal
1.7,pdf,3.51,0,1,110,1,1,102,Normal
2.29,pdf,0.17,0,4,25,2,1,172,Normal
5.15,pdf,5.11,11,27,271,18,1,184,Normal
54.51,pdf,12.82,10,54,171,54,4,145,Suspicious
3.77,png,4.93,2,7,111,6,1,211,Normal
8.87,png,5.16,1,3,47,7,1,129,Normal
192.44,png,5.67,3,12,242,14,1,85,Normal
3.5,jpg,7.06,2,10,4,6,3,5,Normal
0.87,pdf,0.48,1,5,39,5,3,98,Normal
0.69,pdf,4.36,0,5,48,5,1,102,Normal
12.07,zip,27.46,5,42,265,27,1,225,Normal
27.89,py,11.61,15,27,322,30,4,369,Suspicious
0.68,jpg,5.56,1,3,44,2,2,66,Normal
8.37,docx,5.27,1,5,105,2,1,142,Normal
15.35,pdf,7.01,4,14,6,10,2,4,Normal
13.06,csv,27.44,5,21,396,18,1,203,Normal
1.67,txt,6.21,0,4,75,6,1,106,Normal
3.82,docx,2.42,0,4,106,5,1,111,Normal
399.94,zip,31.73,19,50,141,81,4,89,Suspicious
231.11,mp4,35.2,19,50,183,44,6,337,Suspicious
12.86,png,2.93,0,8,7,9,2,6,Normal
13.99,xlsx,2.72,0,5,54,2,2,217,Normal
11.41,pdf,4.37,2,6,7,6,1,0,Normal
2.24,pdf,6.08,1,10,77,4,1,214,Normal
8.0,pdf,32.01,21,57,130,28,1,239,Normal
41.82,exe,20.17,4,15,69,10,4,114,Suspicious
54.24,py,29.5,9,32,246,19,2,439,Normal
20.39,txt,5.65,11,48,504,19,3,217,Normal
4.43,sh,23.67,10,29,608,25,2,367,Normal
22.85,pdf,6.74,1,10,3,8,1,4,Normal
0.09,png,5.1,2,6,179,7,1,159,Normal
5.4,jpg,2.15,0,5,52,4,1,350,Normal
4.8,png,3.97,1,6,38,6,1,258,Normal
5.98,js,15.1,8,28,1325,22,2,340,Normal
68.86,mp4,12.79,4,16,284,17,1,169,Normal
6.96,txt,0.84,0,1,54,5,1,114,Normal
23.59,pdf,14.38,5,35,390,26,5,322,Normal
18.15,pdf,7.32,5,32,654,31,2,438,Normal
1.49,docx,2.91,1,10,59,6,1,90,Normal
0.71,png,5.34,1,3,77,5,1,66,Normal
4.52,pdf,1.49,1,10,3,8,2,8,Normal
2.77,pdf,7.92,4,11,5,3,1,7,Normal
5.23,png,0.74,2,8,3,10,3,1,Normal
115.85,docx,43.5,21,71,234,73,3,311,Suspicious
0.21,py,11.87,15,53,1013,21,3,191,Normal
14.54,png,5.04,0,5,88,5,1,133,Normal
0.43,pdf,0.1,0,10,84,6,1,192,Normal
2.1,docx,3.28,0,5,121,4,1,175,Normal
1.51,sh,11.93,4,48,248,25,3,305,Normal
0.33,pdf,22.69,20,37,181,31,1,212,Normal
20.77,py,30.61,58,221,46,51,4,27,Suspicious
30.3,zip,3.55,5,19,193,16,4,191,Normal
4.75,txt,0.1,1,10,247,4,3,38,Normal
92.96,mp4,10.18,0,7,269,8,1,226,Normal
265.93,wav,8.34,4,17,216,9,1,142,Normal
7.25,jpg,1.59,2,5,16,5,1,100,Normal
364.67,jpg,10.22,4,12,354,12,1,253,Normal
0.23,txt,2.08,1,6,52,2,1,115,Normal
8.11,sh,34.62,8,30,584,14,1,205,Normal
405.63,iso,16.77,4,25,109,35,2,191,Suspicious
2.47,py,1.82,7,27,602,28,2,506,Normal
1.35,mp4,42.98,20,193,112,120,4,40,Suspicious
7.59,sh,9.42,12,19,222,25,3,404,Normal
337.14,wav,8.63,2,13,85,10,1,218,Normal
3.72,png,2.5,2,5,178,3,1,169,Normal
45.82,iso,9.17,7,19,78,9,1,109,Suspicious
4.98,jpg,3.72,2,8,77,10,1,390,Normal
3.17,png,0.86,1,5,80,4,1,175,Normal
0.6,jpg,8.64,1,6,9,6,3,7,Normal
1.87,xlsx,2.44,1,14,194,7,1,100,Normal
306.88,iso,15.03,2,21,244,12,4,172,Normal
19.11,png,4.52,1,6,53,5,2,133,Normal
3.75,jpg,1.38,0,6,108,6,1,99,Normal
1.68,png,5.85,0,7,58,4,1,211,Normal
1.17,zip,7.73,3,31,649,33,2,108,Normal
0.12,png,3.08,0,5,204,4,2,184,Normal
0.19,pdf,2.54,0,6,138,6,3,182,Normal
1.64,png,1.99,2,13,20,2,1,293,Normal
3.53,pdf,3.47,2,7,46,3,1,132,Normal
4.35,pdf,3.11,1,8,7,14,1,0,Normal
0.43,pdf,4.27,0,7,92,4,1,139,Normal
408.73,mp4,8.64,2,12,147,6,2,82,Normal
41.15,mp4,13.51,0,16,80,12,3,148,Normal
2.16,png,6.48,0,4,67,7,1,198,Normal
5.31,png,2.72,2,8,27,5,1,116,Normal
2.73,jpg,5.04,0,4,10,5,1,225,Normal
7.66,zip,25.63,8,46,577,18,3,374,Normal
84.48,zip,5.38,2,13,167,16,3,180,Normal
2.1,png,1.6,1,5,63,4,1,108,Normal
0.81,docx,2.38,0,6,88,4,3,253,Normal
27.22,mp4,36.13,35,183,50,112,2,4,Suspicious
4.09,py,11.2,9,46,862,29,1,266,Normal
14.4,js,32.21,19,47,625,19,1,217,Normal
2.11,pdf,3.71,0,7,33,8,1,255,Normal
23.62,pdf,4.89,2,7,6,3,1,7,Normal
35.14,zip,61.9,55,228,63,99,3,6,Suspicious
4.19,txt,2.23,1,5,100,3,1,86,Normal
2.41,docx,2.43,2,10,48,2,2,129,Normal
32.76,sh,6.51,33,48,244,28,1,414,Normal
34.22,png,0.1,1,11,16,5,1,200,Normal
1.51,pdf,13.01,6,22,462,25,3,246,Normal
11.29,png,4.29,2,9,49,7,1,168,Normal
7.84,pdf,13.72,18,30,394,24,2,498,Normal
1.21,pdf,5.54,1,4,36,2,2,144,Normal
10.16,wav,64.6,46,225,80,121,9,35,Suspicious
284.21,wav,1.86,3,17,221,11,1,122,Normal
5.89,xlsx,1.44,1,6,77,6,1,214,Normal
0.81,pdf,2.3,0,7,79,5,1,399,Normal
14.31,js,32.03,7,37,524,24,1,326,Normal
2.21,pdf,11.08,1,13,5,8,3,3,Normal
28.13,py,34.47,4,45,109,19,3,188,Normal
403.97,zip,4.41,2,10,85,11,1,269,Normal
7.24,docx,2.17,2,7,20,4,1,181,Normal
0.28,pdf,3.94,0,9,90,5,1,159,Normal
0.33,pdf,0.6,4,11,5,13,2,6,Normal
11.09,jpg,4.18,0,4,21,5,1,235,Normal
1.49,pdf,0.1,1,3,120,5,1,121,Normal
15.59,zip,21.49,7,30,1226,22,1,142,Normal
13.05,json,13.26,14,24,456,26,2,218,Normal
369.54,mp4,27.22,16,52,83,59,3,194,Suspicious
147.22,mp4,16.25,3,11,165,17,2,115,Normal
6.11,json,6.31,20,60,1125,25,2,202,Normal
6.29,pdf,6.12,1,7,6,6,1,3,Normal
276.69,mp4,11.68,4,14,147,11,1,119,Normal
1.78,jpg,2.06,0,2,38,3,1,48,Normal
11.43,txt,2.1,1,7,73,5,1,117,Normal
4.18,pdf,0.92,1,4,71,7,1,211,Normal
4.27,pdf,10.08,4,10,3,7,1,7,Normal
4.87,zip,30.93,11,63,141,16,5,286,Suspicious
17.77,mp4,80.41,22,78,116,129,8,15,Suspicious
2.29,jpg,5.16,1,4,3,8,1,3,Normal
0.61,pdf,1.48,1,3,217,5,1,108,Normal
12.59,sh,8.25,1,7,89,7,1,15,Suspicious
5.46,png,0.82,0,1,274,4,1,231,Normal
2.3,jpg,3.81,2,11,44,9,1,204,Normal
4.03,jpg,3.88,2,6,78,4,1,171,Normal
5.0,docx,3.75,1,4,108,9,1,157,Normal
2.44,png,7.95,0,7,3,7,1,8,Normal
7.31,pdf,8.06,12,58,516,26,4,184,Suspicious
5.06,txt,4.49,2,5,56,2,1,75,Normal
26.82,png,18.1,5,23,511,20,1,313,Normal
2.14,pdf,5.58,2,6,31,6,1,94,Normal
3.29,pdf,15.76,21,31,333,25,1,261,Normal
3.13,json,33.49,10,42,604,23,1,330,Normal
23.71,jpg,7.72,0,9,3,12,1,6,Normal
405.68,zip,34.58,12,59,29,66,5,305,Suspicious
6.85,docx,0.64,0,7,23,4,1,99,Normal
7.06,pdf,10.27,2,7,4,13,1,2,Normal
87.29,mp4,9.21,1,13,372,13,2,268,Normal
0.29,docx,4.23,1,10,109,6,1,91,Normal
0.73,jpg,5.6,0,5,16,3,1,163,Normal
1.11,jpg,1.57,1,8,88,4,1,344,Normal
1.21,txt,3.67,3,9,58,4,1,225,Normal
308.0,iso,28.97,7,51,256,54,3,346,Suspicious
2.47,py,27.11,9,43,278,23,2,233,Normal
3.19,jpg,5.28,1,4,55,3,1,60,Normal
1.23,pdf,6.12,0,3,45,3,1,149,Normal
10.48,zip,28.41,7,34,646,20,3,439,Normal
1.01,docx,0.1,0,4,334,6,1,81,Normal
50.83,bat,7.76,5,17,25,9,3,25,Suspicious
0.97,zip,11.08,1,6,4,7,1,9,Normal
16.92,zip,13.0,8,22,319,23,3,325,Normal
22.75,zip,74.63,56,87,35,62,9,15,Suspicious
0.93,pdf,6.26,3,6,119,4,1,75,Normal
10.9,txt,1.37,2,6,118,3,1,236,Normal
1.88,js,9.22,5,28,676,25,4,643,Normal
78.75,png,12.07,2,20,290,12,1,236,Normal
1.1,txt,4.95,0,7,64,4,1,181,Normal
6.59,py,8.9,4,23,258,25,1,98,Normal
4.01,csv,21.37,27,63,581,24,5,453,Normal
8.58,pdf,3.31,1,7,7,4,1,3,Normal
2.93,docx,3.78,1,9,249,3,1,64,Normal
0.65,json,8.31,31,50,658,17,3,193,Normal
2.72,jpg,4.6,0,12,41,7,1,150,Normal
3.09,docx,1.08,0,9,60,10,1,178,Normal
10.54,zip,6.73,21,41,546,24,3,351,Normal
4.65,jpg,4.67,0,5,5,8,1,2,Normal
10.93,png,9.03,0,8,3,6,1,4,Normal
397.32,iso,6.4,4,13,441,12,1,419,Normal
0.25,png,5.34,0,4,44,7,1,68,Normal
4.86,txt,0.82,0,10,44,5,1,163,Normal
26.72,jpg,57.85,11,167,114,86,5,0,Suspicious
0.74,png,2.67,0,8,71,4,1,222,Normal
31.62,js,15.89,5,21,555,22,2,273,Normal
6.36,docx,4.71,0,8,69,3,2,218,Normal
40.72,zip,15.53,15,46,214,16,2,383,Normal
20.77,zip,12.61,3,9,8,7,1,4,Normal
5.2,jpg,5.3,2,3,75,6,1,162,Normal
10.17,js,8.32,12,29,533,27,1,323,Normal
1.1,png,5.34,0,8,3,4,1,3,Normal
23.95,pdf,39.12,12,44,274,23,4,538,Suspicious
0.55,pdf,4.62,2,7,74,5,2,150,Normal
1.35,pdf,3.52,1,9,50,3,1,171,Normal
3.55,pdf,5.85,0,4,33,7,2,319,Normal
5.64,sh,28.8,8,19,623,20,2,385,Normal
3.29,txt,2.4,0,7,7,4,1,111,Normal
14.01,pdf,4.71,3,10,41,5,1,162,Normal
1.46,docx,3.67,3,9,3,6,1,8,Normal
2.09,xlsx,1.74,0,6,180,5,1,149,Normal
12.27,iso,12.63,3,11,19,10,3,24,Suspicious
1.78,pdf,1.35,0,8,85,5,1,257,Normal
0.16,docx,3.39,0,3,117,2,1,197,Normal
0.59,docx,5.6,0,2,171,1,1,60,Normal
2.31,jpg,0.18,0,9,138,4,1,139,Normal
73.23,py,23.24,15,28,257,29,2,272,Normal
5.87,jpg,3.42,0,7,47,6,1,192,Normal
0.99,png,3.87,1,5,34,5,1,197,Normal
238.5,iso,20.23,8,25,119,31,7,230,Suspicious
2.46,jpg,3.25,2,9,7,10,1,0,Normal
19.75,txt,1.18,1,8,217,2,1,119,Normal
29.89,txt,27.19,61,88,36,55,6,13,Suspicious
7.09,docx,5.71,0,2,107,4,1,77,Normal
9.05,py,19.14,15,17,372,24,2,221,Normal
3.69,pdf,4.4,0,5,254,7,1,136,Normal
268.49,mp4,3.42,3,11,178,6,2,222,Normal
15.95,py,14.91,11,27,480,19,2,267,Normal
0.68,png,3.67,0,6,78,2,1,129,Normal
0.73,jpg,4.9,1,6,130,5,3,254,Normal
2.36,png,2.39,0,9,10,4,1,320,Normal
31.85,jpg,48.79,33,164,84,52,3,14,Suspicious
2.53,sh,11.94,2,27,442,26,1,190,Normal
0.52,jpg,4.29,0,9,62,7,1,169,Normal
1.15,pdf,4.1,0,5,45,4,1,78,Normal
1.91,docx,3.83,1,3,108,4,1,85,Normal
30.85,py,49.47,18,191,37,125,7,47,Suspicious
4.21,docx,3.54,1,6,237,3,1,189,Normal
17.99,js,30.58,9,31,359,27,2,232,Normal
32.69,zip,27.36,8,60,549,19,5,764,Suspicious
5.69,txt,4.64,1,8,192,9,1,120,Normal
0.29,docx,3.53,2,6,112,5,1,224,Normal
0.17,pdf,2.18,0,5,32,5,1,112,Normal
37.72,pdf,13.41,17,40,397,29,2,386,Normal
5.16,docx,5.43,0,2,36,3,1,111,Normal
0.1,xlsx,3.03,0,3,61,7,3,113,Normal
3.03,png,2.59,2,8,7,4,2,2,Normal
8.52,jpg,3.17,1,6,47,5,1,93,Normal
0.73,pdf,1.2,3,7,43,4,1,74,Normal
6.18,docx,4.36,3,7,43,6,1,145,Normal
3.67,zip,82.02,40,88,220,77,6,51,Suspicious
5.74,xlsx,3.01,1,11,32,5,1,118,Normal
0.59,pdf,2.85,2,11,10,7,1,9,Normal
16.28,js,10.15,19,50,271,22,2,358,Normal
2.47,py,21.88,3,13,675,20,3,290,Normal
4.97,js,21.56,6,73,568,21,1,287,Normal
9.36,pdf,19.86,9,49,213,16,3,115,Normal
3.82,docx,5.38,0,3,56,5,1,134,Normal
213.79,mp4,10.58,5,13,396,9,1,133,Normal
75.21,jpg,7.71,0,10,311,15,2,85,Normal
1.98,js,6.63,4,31,451,27,2,188,Normal
8.07,py,10.86,6,38,399,31,5,387,Normal
8.49,txt,4.0,0,8,122,4,1,53,Normal
392.78,mp4,13.05,5,20,169,10,1,332,Normal
18.06,exe,21.17,6,11,90,7,2,44,Suspicious
0.92,png,1.51,1,8,182,2,1,245,Normal
2.45,pdf,2.01,1,5,48,6,1,199,Normal
8.63,pdf,6.1,1,6,3,5,1,6,Normal
5.97,jpg,4.04,1,7,7,4,1,1,Normal
230.57,png,9.56,3,14,117,5,1,394,Normal
10.85,json,32.58,30,54,528,21,1,141,Normal
12.84,pdf,32.62,8,43,157,13,7,672,Suspicious
9.38,sh,23.67,15,45,252,23,2,320,Normal
0.26,txt,3.29,0,8,47,9,1,102,Normal
1.13,pdf,0.42,0,6,172,4,1,124,Normal
3.52,docx,1.62,1,5,99,2,1,67,Normal
86.52,png,7.77,2,15,69,13,1,84,Normal
152.55,iso,15.31,5,18,203,8,1,176,Normal
200.29,zip,6.7,4,16,197,11,1,262,Normal
1.54,py,17.37,14,38,332,22,4,111,Normal
1.43,pdf,4.92,1,7,120,4,1,300,Normal
12.02,png,2.61,0,5,84,3,1,274,Normal
148.35,png,17.07,4,15,197,6,1,58,Normal
7.22,jpg,3.81,2,4,43,3,1,41,Normal
8.31,pdf,2.63,0,3,78,5,1,147,Normal
2.84,jpg,2.25,2,3,104,4,2,211,Normal
3.95,pdf,4.61,1,5,112,6,1,319,Normal
1.96,docx,5.05,0,7,44,5,1,252,Normal
0.78,png,0.68,0,3,71,6,1,256,Normal
2.69,docx,0.81,2,5,229,3,1,263,Normal
6.65,js,71.31,28,104,103,59,5,29,Suspicious
19.54,png,21.41,12,26,594,24,2,380,Normal
6.44,jpg,10.31,1,6,7,8,1,3,Normal
69.32,iso,21.97,16,46,240,74,4,10,Suspicious
405.53,mp4,17.2,1,17,345,13,1,331,Normal
10.71,json,27.37,2,19,419,23,2,92,Normal
16.17,jpg,58.15,59,164,14,50,4,39,Suspicious
179.85,mp4,39.55,18,34,123,34,4,332,Suspicious
8.51,sh,3.81,8,26,816,22,1,131,Normal
5.6,py,18.22,8,40,383,23,1,217,Normal
24.13,csv,26.8,12,49,480,29,2,393,Normal
8.81,zip,7.37,15,52,250,43,4,253,Suspicious
1.36,pdf,3.73,0,6,139,8,1,128,Normal
377.36,png,19.49,21,68,136,58,4,15,Suspicious
2.95,docx,0.1,2,6,65,3,1,268,Normal
9.96,docx,4.5,0,4,72,1,1,229,Normal
3.4,pdf,1.46,1,6,39,7,2,216,Normal
47.48,docx,19.86,1,48,283,47,5,512,Suspicious
14.56,txt,32.99,19,34,694,27,2,295,Normal
1.25,pdf,4.86,0,10,75,6,2,287,Normal
0.77,pdf,9.63,0,7,5,15,1,7,Normal
3.09,sh,11.7,18,26,572,21,3,173,Normal
3.88,docx,6.13,0,4,55,3,1,236,Normal
4.42,jpg,5.31,3,10,5,15,1,9,Normal
13.75,png,15.36,29,61,461,22,1,196,Normal
0.18,jpg,8.79,0,5,8,3,1,4,Normal
14.34,py,4.25,6,41,654,20,2,211,Normal
0.93,jpg,2.28,0,2,118,4,1,57,Normal
9.62,docx,2.76,0,5,47,10,1,234,Normal
0.22,pdf,3.95,1,5,73,7,1,99,Normal
30.02,exe,3.55,3,11,63,12,1,108,Suspicious
1.13,docx,1.06,1,8,103,3,1,137,Normal
10.08,docx,8.8,0,6,2,5,3,7,Normal
235.53,zip,15.97,5,35,143,25,2,250,Suspicious
4.5,py,18.07,26,61,600,30,1,242,Normal
4.98,json,21.55,7,31,612,23,2,178,Normal
0.38,pdf,4.19,2,8,12,6,1,168,Normal
6.08,png,4.93,1,7,14,10,1,330,Normal
0.83,png,4.55,1,10,53,5,1,262,Normal
0.31,pdf,1.45,0,3,90,5,1,360,Normal
2.24,docx,0.76,1,9,36,5,1,286,Normal
3.17,zip,13.37,26,42,578,18,5,298,Normal
1.1,jpg,1.83,0,6,31,5,2,215,Normal
60.0,mp4,12.72,2,18,229,20,1,189,Normal
26.5,js,9.56,11,61,1093,26,2,318,Normal
2.34,pdf,5.78,2,9,5,9,2,7,Normal
0.43,pdf,0.1,1,4,37,4,1,406,Normal
7.65,zip,21.05,14,54,704,23,1,198,Normal
6.26,iso,17.62,4,9,32,9,4,43,Suspicious
28.08,iso,18.6,4,14,21,18,4,14,Suspicious
2.22,pdf,3.07,0,4,37,4,1,80,Normal
1.62,zip,42.09,41,184,28,114,9,30,Suspicious
1.16,png,1.57,0,7,51,3,1,384,Normal
243.97,png,14.62,4,16,75,11,1,107,Normal
13.58,csv,13.96,13,26,358,20,4,285,Normal
0.33,pdf,2.99,0,3,55,4,2,114,Normal
3.55,jpg,0.57,0,7,203,3,1,226,Normal
6.49,png,10.18,5,12,2,6,2,9,Normal
5.7,txt,1.41,0,6,92,5,2,283,Normal
8.03,png,0.74,0,7,28,7,1,419,Normal
1.25,docx,3.09,0,2,43,7,1,282,Normal
64.54,pdf,40.27,13,58,131,22,4,28,Suspicious
3.31,docx,1.11,0,2,125,4,1,130,Normal
29.45,sh,12.48,14,31,573,26,1,247,Normal
393.63,wav,11.5,7,18,484,14,1,193,Normal
3.09,pdf,3.96,0,5,99,3,1,73,Normal
1.57,py,13.23,19,35,700,15,3,357,Normal
95.95,png,12.88,3,16,231,12,1,178,Normal
7.46,jpg,4.94,2,8,9,7,1,7,Normal
4.9,docx,4.45,0,4,65,2,1,98,Normal
25.11,zip,33.01,12,45,65,23,5,844,Suspicious
2.2,py,18.75,10,59,198,25,1,188,Normal
4.98,pdf,6.86,1,7,177,2,2,155,Normal
2.37,pdf,0.61,0,3,165,9,1,198,Normal
